year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
1951,0.35,0.35,0.3,0.03,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.03,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.03,0.25,0.35,0.35,0.3,0.03,0.25,0.25,0.03,0.03,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.03,0.25,0.25,0.35,0.03,0.25,0.25,0.03,0.3,0.25,0.03,0.03,0.25,0.03,0.3,0.03,0.35,0.3,0.03,0.03,0.03,0.3,0.03,0.03,0.35,0.03,0.35,0.03,0.3,0.03,0.3,0.3,0.25,0.3,0.3,0.03,0.25,0.03,0.25,0.25,0.03,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.03,0.25,0.3,0.35,0.03,0.3,0.03,0.25,0.03,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.03,0.03,0.03,0.35,0.03,0.03,0.25,0.25,0.25,0.25,0.03,0.03,0.03,0.03,0.03,0.25,0.03,0.03,0.03,0.03,0.03,0.03,0.25,0.25,0.25,0.03
1952,0.35,0.35,0.3,0.03,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.03,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.03,0.25,0.35,0.35,0.3,0.03,0.25,0.25,0.03,0.03,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.03,0.25,0.25,0.35,0.03,0.25,0.25,0.03,0.3,0.25,0.03,0.03,0.25,0.03,0.3,0.03,0.35,0.3,0.03,0.03,0.03,0.3,0.03,0.03,0.35,0.03,0.35,0.03,0.3,0.03,0.3,0.3,0.25,0.3,0.3,0.03,0.25,0.03,0.25,0.25,0.03,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.03,0.25,0.3,0.35,0.03,0.3,0.03,0.25,0.03,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.03,0.03,0.03,0.35,0.03,0.03,0.25,0.25,0.25,0.25,0.03,0.03,0.03,0.03,0.03,0.25,0.03,0.03,0.03,0.03,0.03,0.03,0.25,0.25,0.25,0.03
1953,0.35,0.35,0.3,0.04,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.04,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.04,0.25,0.35,0.35,0.3,0.04,0.25,0.25,0.04,0.04,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.04,0.25,0.25,0.35,0.04,0.25,0.25,0.04,0.3,0.25,0.04,0.04,0.25,0.04,0.3,0.04,0.35,0.3,0.04,0.04,0.04,0.3,0.04,0.04,0.35,0.04,0.35,0.04,0.3,0.04,0.3,0.3,0.25,0.3,0.3,0.04,0.25,0.04,0.25,0.25,0.04,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.04,0.25,0.3,0.35,0.04,0.3,0.04,0.25,0.04,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.04,0.04,0.04,0.35,0.04,0.04,0.25,0.25,0.25,0.25,0.04,0.04,0.04,0.04,0.04,0.25,0.04,0.04,0.04,0.04,0.04,0.04,0.25,0.25,0.25,0.04
1954,0.35,0.35,0.3,0.05,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.05,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.05,0.25,0.35,0.35,0.3,0.05,0.25,0.25,0.05,0.05,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.05,0.25,0.25,0.35,0.05,0.25,0.25,0.05,0.3,0.25,0.05,0.05,0.25,0.05,0.3,0.05,0.35,0.3,0.05,0.05,0.05,0.3,0.05,0.05,0.35,0.05,0.35,0.05,0.3,0.05,0.3,0.3,0.25,0.3,0.3,0.05,0.25,0.05,0.25,0.25,0.05,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.05,0.25,0.3,0.35,0.05,0.3,0.05,0.25,0.05,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.05,0.05,0.05,0.35,0.05,0.05,0.25,0.25,0.25,0.25,0.05,0.05,0.05,0.05,0.05,0.25,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.25,0.25,0.05
1955,0.35,0.35,0.3,0.06,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.06,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.06,0.25,0.35,0.35,0.3,0.06,0.25,0.25,0.06,0.06,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.06,0.25,0.25,0.35,0.06,0.25,0.25,0.06,0.3,0.25,0.06,0.06,0.25,0.06,0.3,0.06,0.35,0.3,0.06,0.06,0.06,0.3,0.06,0.06,0.35,0.06,0.35,0.06,0.3,0.06,0.3,0.3,0.25,0.3,0.3,0.06,0.25,0.06,0.25,0.25,0.06,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.06,0.25,0.3,0.35,0.06,0.3,0.06,0.25,0.06,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.06,0.06,0.06,0.35,0.06,0.06,0.25,0.25,0.25,0.25,0.06,0.06,0.06,0.06,0.06,0.25,0.06,0.06,0.06,0.06,0.06,0.06,0.25,0.25,0.25,0.06
1956,0.35,0.35,0.3,0.07,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.07,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.07,0.25,0.35,0.35,0.3,0.07,0.25,0.25,0.07,0.07,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.07,0.25,0.25,0.35,0.07,0.25,0.25,0.07,0.3,0.25,0.07,0.07,0.25,0.07,0.3,0.07,0.35,0.3,0.07,0.07,0.07,0.3,0.07,0.07,0.35,0.07,0.35,0.07,0.3,0.07,0.3,0.3,0.25,0.3,0.3,0.07,0.25,0.07,0.25,0.25,0.07,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.07,0.25,0.3,0.35,0.07,0.3,0.07,0.25,0.07,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.07,0.07,0.07,0.35,0.07,0.07,0.25,0.25,0.25,0.25,0.07,0.07,0.07,0.07,0.07,0.25,0.07,0.07,0.07,0.07,0.07,0.07,0.25,0.25,0.25,0.07
1957,0.35,0.35,0.3,0.08,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.08,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.08,0.25,0.35,0.35,0.3,0.08,0.25,0.25,0.08,0.08,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.08,0.25,0.25,0.35,0.08,0.25,0.25,0.08,0.3,0.25,0.08,0.08,0.25,0.08,0.3,0.08,0.35,0.3,0.08,0.08,0.08,0.3,0.08,0.08,0.35,0.08,0.35,0.08,0.3,0.08,0.3,0.3,0.25,0.3,0.3,0.08,0.25,0.08,0.25,0.25,0.08,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.08,0.25,0.3,0.35,0.08,0.3,0.08,0.25,0.08,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.35,0.08,0.08,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.25,0.25,0.25,0.08
1958,0.35,0.35,0.3,0.09,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.09,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.09,0.25,0.35,0.35,0.3,0.09,0.25,0.25,0.09,0.09,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.09,0.25,0.25,0.35,0.09,0.25,0.25,0.09,0.3,0.25,0.09,0.09,0.25,0.09,0.3,0.09,0.35,0.3,0.09,0.09,0.09,0.3,0.09,0.09,0.35,0.09,0.35,0.09,0.3,0.09,0.3,0.3,0.25,0.3,0.3,0.09,0.25,0.09,0.25,0.25,0.09,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.09,0.25,0.3,0.35,0.09,0.3,0.09,0.25,0.09,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.09,0.09,0.09,0.35,0.09,0.09,0.25,0.25,0.25,0.25,0.09,0.09,0.09,0.09,0.09,0.25,0.09,0.09,0.09,0.09,0.09,0.09,0.25,0.25,0.25,0.09
1959,0.35,0.35,0.3,0.09,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.09,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.09,0.25,0.35,0.35,0.3,0.09,0.25,0.25,0.09,0.09,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.09,0.25,0.25,0.35,0.09,0.25,0.25,0.09,0.3,0.25,0.09,0.09,0.25,0.09,0.3,0.09,0.35,0.3,0.09,0.09,0.09,0.3,0.09,0.09,0.35,0.09,0.35,0.09,0.3,0.09,0.3,0.3,0.25,0.3,0.3,0.09,0.25,0.09,0.25,0.25,0.09,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.09,0.25,0.3,0.35,0.09,0.3,0.09,0.25,0.09,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.09,0.09,0.09,0.35,0.09,0.09,0.25,0.25,0.25,0.25,0.09,0.09,0.09,0.09,0.09,0.25,0.09,0.09,0.09,0.09,0.09,0.09,0.25,0.25,0.25,0.09
1960,0.35,0.35,0.3,0.1,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.1,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.1,0.25,0.35,0.35,0.3,0.1,0.25,0.25,0.1,0.1,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.1,0.25,0.25,0.35,0.1,0.25,0.25,0.1,0.3,0.25,0.1,0.1,0.25,0.1,0.3,0.1,0.35,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.35,0.1,0.35,0.1,0.3,0.1,0.3,0.3,0.25,0.3,0.3,0.1,0.25,0.1,0.25,0.25,0.1,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.1,0.25,0.3,0.35,0.1,0.3,0.1,0.25,0.1,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.35,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,0.1
1961,0.35,0.35,0.3,0.1,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.1,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.1,0.25,0.35,0.35,0.3,0.1,0.25,0.25,0.1,0.1,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.1,0.25,0.25,0.35,0.1,0.25,0.25,0.1,0.3,0.25,0.1,0.1,0.25,0.1,0.3,0.1,0.35,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.35,0.1,0.35,0.1,0.3,0.1,0.3,0.3,0.25,0.3,0.3,0.1,0.25,0.1,0.25,0.25,0.1,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.1,0.25,0.3,0.35,0.1,0.3,0.1,0.25,0.1,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.35,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,0.1
1962,0.35,0.35,0.3,0.11,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.11,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.11,0.25,0.35,0.35,0.3,0.11,0.25,0.25,0.11,0.11,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.11,0.25,0.25,0.35,0.11,0.25,0.25,0.11,0.3,0.25,0.11,0.11,0.25,0.11,0.3,0.11,0.35,0.3,0.11,0.11,0.11,0.3,0.11,0.11,0.35,0.11,0.35,0.11,0.3,0.11,0.3,0.3,0.25,0.3,0.3,0.11,0.25,0.11,0.25,0.25,0.11,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.11,0.25,0.3,0.35,0.11,0.3,0.11,0.25,0.11,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.11,0.11,0.11,0.35,0.11,0.11,0.25,0.25,0.25,0.25,0.11,0.11,0.11,0.11,0.11,0.25,0.11,0.11,0.11,0.11,0.11,0.11,0.25,0.25,0.25,0.11
1963,0.35,0.35,0.3,0.11,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.11,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.11,0.25,0.35,0.35,0.3,0.11,0.25,0.25,0.11,0.11,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.11,0.25,0.25,0.35,0.11,0.25,0.25,0.11,0.3,0.25,0.11,0.11,0.25,0.11,0.3,0.11,0.35,0.3,0.11,0.11,0.11,0.3,0.11,0.11,0.35,0.11,0.35,0.11,0.3,0.11,0.3,0.3,0.25,0.3,0.3,0.11,0.25,0.11,0.25,0.25,0.11,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.11,0.25,0.3,0.35,0.11,0.3,0.11,0.25,0.11,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.11,0.11,0.11,0.35,0.11,0.11,0.25,0.25,0.25,0.25,0.11,0.11,0.11,0.11,0.11,0.25,0.11,0.11,0.11,0.11,0.11,0.11,0.25,0.25,0.25,0.11
1964,0.35,0.35,0.3,0.11,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.11,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.11,0.25,0.35,0.35,0.3,0.11,0.25,0.25,0.11,0.11,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.11,0.25,0.25,0.35,0.11,0.25,0.25,0.11,0.3,0.25,0.11,0.11,0.25,0.11,0.3,0.11,0.35,0.3,0.11,0.11,0.11,0.3,0.11,0.11,0.35,0.11,0.35,0.11,0.3,0.11,0.3,0.3,0.25,0.3,0.3,0.11,0.25,0.11,0.25,0.25,0.11,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.11,0.25,0.3,0.35,0.11,0.3,0.11,0.25,0.11,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.11,0.11,0.11,0.35,0.11,0.11,0.25,0.25,0.25,0.25,0.11,0.11,0.11,0.11,0.11,0.25,0.11,0.11,0.11,0.11,0.11,0.11,0.25,0.25,0.25,0.11
1965,0.35,0.35,0.3,0.12,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.12,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.12,0.25,0.35,0.35,0.3,0.12,0.25,0.25,0.12,0.12,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.12,0.25,0.25,0.35,0.12,0.25,0.25,0.12,0.3,0.25,0.12,0.12,0.25,0.12,0.3,0.12,0.35,0.3,0.12,0.12,0.12,0.3,0.12,0.12,0.35,0.12,0.35,0.12,0.3,0.12,0.3,0.3,0.25,0.3,0.3,0.12,0.25,0.12,0.25,0.25,0.12,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.12,0.25,0.3,0.35,0.12,0.3,0.12,0.25,0.12,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.12,0.12,0.12,0.35,0.12,0.12,0.25,0.25,0.25,0.25,0.12,0.12,0.12,0.12,0.12,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.25,0.25,0.12
1966,0.35,0.35,0.3,0.12,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.12,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.12,0.25,0.35,0.35,0.3,0.12,0.25,0.25,0.12,0.12,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.12,0.25,0.25,0.35,0.12,0.25,0.25,0.12,0.3,0.25,0.12,0.12,0.25,0.12,0.3,0.12,0.35,0.3,0.12,0.12,0.12,0.3,0.12,0.12,0.35,0.12,0.35,0.12,0.3,0.12,0.3,0.3,0.25,0.3,0.3,0.12,0.25,0.12,0.25,0.25,0.12,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.12,0.25,0.3,0.35,0.12,0.3,0.12,0.25,0.12,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.12,0.12,0.12,0.35,0.12,0.12,0.25,0.25,0.25,0.25,0.12,0.12,0.12,0.12,0.12,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.25,0.25,0.12
1967,0.35,0.35,0.3,0.13,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.13,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.13,0.25,0.35,0.35,0.3,0.13,0.25,0.25,0.13,0.13,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.13,0.25,0.25,0.35,0.13,0.25,0.25,0.13,0.3,0.25,0.13,0.13,0.25,0.13,0.3,0.13,0.35,0.3,0.13,0.13,0.13,0.3,0.13,0.13,0.35,0.13,0.35,0.13,0.3,0.13,0.3,0.3,0.25,0.3,0.3,0.13,0.25,0.13,0.25,0.25,0.13,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.13,0.25,0.3,0.35,0.13,0.3,0.13,0.25,0.13,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.13,0.13,0.13,0.35,0.13,0.13,0.25,0.25,0.25,0.25,0.13,0.13,0.13,0.13,0.13,0.25,0.13,0.13,0.13,0.13,0.13,0.13,0.25,0.25,0.25,0.13
1968,0.35,0.35,0.3,0.13,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.13,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.13,0.25,0.35,0.35,0.3,0.13,0.25,0.25,0.13,0.13,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.13,0.25,0.25,0.35,0.13,0.25,0.25,0.13,0.3,0.25,0.13,0.13,0.25,0.13,0.3,0.13,0.35,0.3,0.13,0.13,0.13,0.3,0.13,0.13,0.35,0.13,0.35,0.13,0.3,0.13,0.3,0.3,0.25,0.3,0.3,0.13,0.25,0.13,0.25,0.25,0.13,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.13,0.25,0.3,0.35,0.13,0.3,0.13,0.25,0.13,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.13,0.13,0.13,0.35,0.13,0.13,0.25,0.25,0.25,0.25,0.13,0.13,0.13,0.13,0.13,0.25,0.13,0.13,0.13,0.13,0.13,0.13,0.25,0.25,0.25,0.13
1969,0.35,0.35,0.3,0.13,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.13,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.13,0.25,0.35,0.35,0.3,0.13,0.25,0.25,0.13,0.13,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.13,0.25,0.25,0.35,0.13,0.25,0.25,0.13,0.3,0.25,0.13,0.13,0.25,0.13,0.3,0.13,0.35,0.3,0.13,0.13,0.13,0.3,0.13,0.13,0.35,0.13,0.35,0.13,0.3,0.13,0.3,0.3,0.25,0.3,0.3,0.13,0.25,0.13,0.25,0.25,0.13,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.13,0.25,0.3,0.35,0.13,0.3,0.13,0.25,0.13,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.13,0.13,0.13,0.35,0.13,0.13,0.25,0.25,0.25,0.25,0.13,0.13,0.13,0.13,0.13,0.25,0.13,0.13,0.13,0.13,0.13,0.13,0.25,0.25,0.25,0.13
1970,0.35,0.35,0.3,0.14,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.14,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.14,0.25,0.35,0.35,0.3,0.14,0.25,0.25,0.14,0.14,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.14,0.25,0.25,0.35,0.14,0.25,0.25,0.14,0.3,0.25,0.14,0.14,0.25,0.14,0.3,0.14,0.35,0.3,0.14,0.14,0.14,0.3,0.14,0.14,0.35,0.14,0.35,0.14,0.3,0.14,0.3,0.3,0.25,0.3,0.3,0.14,0.25,0.14,0.25,0.25,0.14,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.14,0.25,0.3,0.35,0.14,0.3,0.14,0.25,0.14,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14,0.14,0.14,0.35,0.14,0.14,0.25,0.25,0.25,0.25,0.14,0.14,0.14,0.14,0.14,0.25,0.14,0.14,0.14,0.14,0.14,0.14,0.25,0.25,0.25,0.14
